protein_id	group_id
A0A1D6N272	UniRef50_A0A1D6N272
A0A1D6NER6	UniRef50_Q944H0
A0A1D6P520	UniRef50_O49163
A0A1D8PC43	UniRef50_A0A1D8PC43
A0A1D8PCB9	UniRef50_A0A1D8PCB9
A0A1D8PCG7	UniRef50_A0A1D8PCG7
A0A1D8PCL1	UniRef50_A0A1D8PCL1
A0A1D8PCQ5	UniRef50_P05743
A0A1D8PCW6	UniRef50_A0A1D8PCW6
A0A1D8PCX8	UniRef50_Q02326
A0A1D8PD39	UniRef50_A0A1D8PD39
A0A1D8PDB5	UniRef50_P33413
A0A1D8PDL6	UniRef50_A0A1D8PDL6
A0A1D8PDP8	UniRef50_A0A1D8PDP8
A0A1D8PDT3	UniRef50_A0A1D8PDT3
A0A1D8PDU3	UniRef50_P49201
A0A1D8PDV7	UniRef50_A0A1D8PDV7
A0A1D8PDZ1	UniRef50_A0A1D8PDZ1
A0A1D8PEL1	UniRef50_A0A1D8PEL1
A0A1D8PFE5	UniRef50_A0A1D8PFE5
A0A1D8PFL9	UniRef50_A0A1D8PFL9
A0A1D8PFP2	UniRef50_A0A1D8PFP2
A0A1D8PFP9	UniRef50_A0A1D8PFP9
A0A1D8PG16	UniRef50_P49167
A0A1D8PGB8	UniRef50_A0A1D8PGB8
A0A1D8PH52	UniRef50_P41338
A0A1D8PH78	UniRef50_A0A1D8PH78
A0A1D8PH98	UniRef50_A0A1D8PH98
A0A1D8PHA2	UniRef50_P08525
A0A1D8PHA3	UniRef50_P07143
A0A1D8PHH4	UniRef50_A0A1D8PHH4
A0A1D8PHR5	UniRef50_A0A1D8PHR5
A0A1D8PI71	UniRef50_P29704
A0A1D8PI78	UniRef50_Q12328
A0A1D8PIC7	UniRef50_A0A1D8PIC7
A0A1D8PJ25	UniRef50_P36209
A0A1D8PJA8	UniRef50_A0A1D8PJA8
A0A1D8PJT8	UniRef50_A0A1D8PJT8
A0A1D8PJX3	UniRef50_P08067
A0A1D8PK30	UniRef50_A0A1D8PK30
A0A1D8PK61	UniRef50_A0A1D8PK61
A0A1D8PL26	UniRef50_Q6BMF6
A0A1D8PL99	UniRef50_P0CX37
A0A1D8PLH0	UniRef50_A0A1D8PLH0
A0A1D8PLI2	UniRef50_A0A1D8PLI2
A0A1D8PLP3	UniRef50_A0A1D8PLP3
A0A1D8PMB8	UniRef50_P10869
A0A1D8PMR6	UniRef50_A0A1D8PMR6
A0A1D8PN14	UniRef50_Q5A1L6
A0A1D8PN96	UniRef50_A0A1D8PN96
A0A1D8PNR5	UniRef50_A0A1D8PNR5
A0A1D8PNZ7	UniRef50_A0A1D8PNZ7
A0A1D8PP59	UniRef50_A0A1D8PP59
A0A1D8PPE0	UniRef50_P28189
A0A1D8PPI5	UniRef50_A0A1D8PPI5
A0A1D8PPK1	UniRef50_A0A1D8PPK1
A0A1D8PPT5	UniRef50_P0CX41
A0A1D8PQ86	UniRef50_A0A1D8PQ86
A0A1D8PQB9	UniRef50_A0A1D8PQB9
A0A1D8PQG0	UniRef50_Q59RG0
A0A1D8PQN0	UniRef50_A0A1D8PQN0
A0A1D8PS71	UniRef50_A0A1D8PS71
A0A1D8PSV5	UniRef50_P05750
A0A1D8PT02	UniRef50_A0A1D8PT02
A0A1D8PT03	UniRef50_A0A1D8PT03
A0A1D8PTI7	UniRef50_A0A1D8PTI7
A0A1D8PTL7	UniRef50_A0A1D8PTL7
A0A1D8PTR4	UniRef50_P41057
A0A1D8PTW6	UniRef50_P54874
A0A1D8QMG4	UniRef50_A0A0S1TPC7
A0A1D9BZF0	UniRef50_A0A1D9BZF0
A0A1E1FFL0	UniRef50_Q5AR34
A0A1E1FFL1	UniRef50_A0A1E1FFL1
A0A1E1FFN4	UniRef50_C8VE79
A0A1E1FFN7	UniRef50_Q5ATK1
A0A1E1FFP5	UniRef50_A0A2I1BSW8
A0A1F4	UniRef50_A0A1F4
A0A1I1P074	UniRef50_A0A1I1P074
A0A1I4KS07	UniRef50_A0A1I4KS07
A0A1I8MUL8	UniRef50_A0A1I8MUL8
A0A1I9LM04	UniRef50_A0A1I9LM04
A0A1I9LMX5	UniRef50_A0A1I9LMX5
A0A1I9LN01	UniRef50_A0A1I9LN01
A0A1I9R3Y5	UniRef50_A0A060LAL9
A0A1I9R3Y6	UniRef50_A0A1I9R3Y6
A0A1J0M738	UniRef50_Q9VVL1
A0A1J1DL12	UniRef50_A0A1J1DL12
A0A1J6KGJ9	UniRef50_A0A314KSQ4
A0A1L1SUL6	UniRef50_A0A1L1SUL6
A0A1L2D3T3	UniRef50_A0A1L2D3T3
A0A1L2F565	UniRef50_A0A1L2F565
A0A1L2FZD4	UniRef50_P0CC12
A0A1L3THR9	UniRef50_A0A1L3THR9
A0A1L5YRA2	UniRef50_A0A1L5YRA2
A0A1L6K371	UniRef50_Q43607
A0A1L7NQ96	UniRef50_A0A1L7NQ96
A0A1L8ENT6	UniRef50_A0A1L8ENT6
A0A1L8ER70	UniRef50_A0A1L8ER70
A0A1L8EV45	UniRef50_A0A1L8EV45
A0A1L8EXB5	UniRef50_Q92747
A0A1L8EYB2	UniRef50_A0A1L8EYB2
A0A1L8F5J9	UniRef50_A0A1L8F5J9
A0A1L8F8I9	UniRef50_A0A1L8F8I9
A0A1L8FDW4	UniRef50_O09012
A0A1L8FG46	UniRef50_A0A1L8FM16
A0A1L8FM16	UniRef50_A0A1L8FM16
A0A1L8FZ98	UniRef50_A0A1L8FZ98
A0A1L8G016	UniRef50_B3DH20
A0A1L8G2K9	UniRef50_A0A1L8G2K9
A0A1L8GLK3	UniRef50_A0A1L8GLK3
A0A1L8GR68	UniRef50_A0A1L8GR68
A0A1L8GSA2	UniRef50_A0A1L8GSA2
A0A1L8GVF0	UniRef50_Q9JIL8
A0A1L8GXM0	UniRef50_Q9JIL8
A0A1L8GXY4	UniRef50_A0A1L8GXY4
A0A1L8H0H2	UniRef50_Q2KHR2
A0A1L8H814	UniRef50_O88177
A0A1L8H8C0	UniRef50_A0A1L8HFX9
A0A1L8HBI7	UniRef50_A0A1L8HBI7
A0A1L8HFX9	UniRef50_A0A1L8HFX9
A0A1L8HJK9	UniRef50_A0A1L8HBI7
A0A1L8HTT5	UniRef50_Q7T3U0
A0A1L8HU22	UniRef50_A0A1L8HU22
A0A1L8HV70	UniRef50_Q5ZJM7
A0A1L8HX76	UniRef50_Q4VBE8
A0A1L8HYT7	UniRef50_A0A1L8HYT7
A0A1L8I2C5	UniRef50_A0A1L8I2C5
A0A1L8I316	UniRef50_A0A1L8I316
A0A1N7SYS3	UniRef50_A0A1N7SYS3
A0A1P7Y0A2	UniRef50_O48666
A0A1P7Y0A8	UniRef50_O48666
A0A1P7Y0C9	UniRef50_O48666
A0A1P7Y0D0	UniRef50_O48666
A0A1P7Y0D4	UniRef50_O48666
A0A1P8ANJ1	UniRef50_A0A1P8ANJ1
A0A1P8AQ95	UniRef50_A0A1P8AQ95
A0A1P8AS03	UniRef50_A0A1P8AS03
A0A1P8ASY1	UniRef50_A0A1P8ASY1
A0A1P8AUY4	UniRef50_A0A1P8AUY4
A0A1P8AVP6	UniRef50_A0A1P8AVP6
A0A1P8AW69	UniRef50_A0A1P8AW69
A0A1P8AWH8	UniRef50_A0A1P8AWH8
A0A1P8B1G7	UniRef50_A0A1P8B1G7
A0A1P8B554	UniRef50_A0A1P8B554
A0A1P8B590	UniRef50_A0A1P8B590
A0A1P8B8F8	UniRef50_A0A1P8B8F8
A0A1P8B9P9	UniRef50_A0A1P8B9P9
A0A1P8BD36	UniRef50_Q1G3E7
A0A1P8BDL3	UniRef50_A0A1P8BDL3
A0A1P8BH24	UniRef50_Q1G3E7
A0A1R3RGJ2	UniRef50_A0A1R3RGJ2
A0A1R3RGJ7	UniRef50_A0A1R3RGJ7
A0A1R3RGJ9	UniRef50_A0A1R3RGJ9
A0A1R3RGK0	UniRef50_A2R6H1
A0A1R3RGK1	UniRef50_A0A1R3RGK1
A0A1R3RGK4	UniRef50_A2R6G8
A0A1S3PBB7	UniRef50_A0A1S3PBB7
A0A1S3THR8	UniRef50_A0A1S3THR8
A0A1S3WYR7	UniRef50_O23141
A0A1S3X835	UniRef50_A0A1S3X835
A0A1S3XQD6	UniRef50_A0A1S4AX27
A0A1S3XSG2	UniRef50_A0A1S4BDC4
A0A1S3YCW2	UniRef50_O23141
A0A1S3YEG8	UniRef50_A0A1S4BJT3
A0A1S3YTK9	UniRef50_A0A1S3YTK9
A0A1S4A695	UniRef50_Q1W375
A0A1S4AUX8	UniRef50_Q9FPK5
A0A1S4AX27	UniRef50_A0A1S4AX27
A0A1S4BDC4	UniRef50_A0A1S4BDC4
A0A1S4BJT3	UniRef50_A0A1S4BJT3
A0A1S4BZI5	UniRef50_A0A1S4CB73
A0A1S4CB73	UniRef50_A0A1S4CB73
A0A1S4CL59	UniRef50_A0A1S4CL59
A0A1S4D1D3	UniRef50_A0A1S4D1D3
A0A1S4D475	UniRef50_A0A1S4DF18
A0A1S4DF18	UniRef50_A0A1S4DF18
A0A1S4DFD3	UniRef50_A0A1S4CL59
A0A1S4F020	UniRef50_A0A1S4F020
A0A1S4GGP7	UniRef50_A0A1S4GGP7
A0A1S4GMJ4	UniRef50_A0A1S4GMJ4
A0A1S4GYH6	UniRef50_A0A1S4GYH6
A0A1S4H2E2	UniRef50_A0A1S4H2E2
A0A1S4H5M5	UniRef50_A0A1S4H5M5
A0A1S4H5S2	UniRef50_A0A1S4H5S2
A0A1S4HDQ2	UniRef50_A0A1S4HDQ2
A0A1S4HE51	UniRef50_A0A1S4HE51
A0A1S4K3K8	UniRef50_A0A1S4K3K8
A0A1S5RW73	UniRef50_A0A1S5RW73
A0A1S6M251	UniRef50_Q9JMK0
A0A1U8GR65	UniRef50_Q0GRC4
A0A1U8IPT1	UniRef50_A0A1U8IPT1
A0A1U8QGV2	UniRef50_P87017
A0A1U8QH20	UniRef50_Q0CCY5
A0A1U8QHE3	UniRef50_A0A1U8QHE3
A0A1U8QIH0	UniRef50_A0A1U8QIH0
A0A1U8QK63	UniRef50_A0A1U8QK63
A0A1U8QLG8	UniRef50_A0A1U8QLG8
A0A1U8QN18	UniRef50_A0A1V6NYI6
A0A1U8QNM5	UniRef50_Q5APD4
A0A1U8QQU5	UniRef50_A0A1U8QQU5
A0A1U8QTA2	UniRef50_A0A1U8QTA2
A0A1U8QTJ9	UniRef50_A0A1U8QTJ9
A0A1U8QW91	UniRef50_A0A1U8QW91
A0A1U8QYA8	UniRef50_A0A075TRK9
A0A1U8QYZ5	UniRef50_Q5APD4
A0A1U9X9N3	UniRef50_A0A1U9X9N3
A0A1V0E492	UniRef50_A0A1V0E492
A0A1V0E4A6	UniRef50_A0A1V0E492
A0A1W2P872	UniRef50_A0A1W2P872
A0A1W2PP81	UniRef50_A6NLC8
A0A1W2PPD8	UniRef50_A0A1W2PPD8
A0A1W2PPE2	UniRef50_A6NLC8
A0A1W2PPG7	UniRef50_A0A1W2PPG7
A0A1W2PPH5	UniRef50_A6NLC8
A0A1W2PPL8	UniRef50_A0A1W2PPW3
A0A1W2PPW3	UniRef50_A0A1W2PPW3
A0A1W2PQ09	UniRef50_A0A1W2PPW3
A0A1W2PQ27	UniRef50_A0A1W2PQD8
A0A1W2PQ64	UniRef50_A0A1W2PQD8
A0A1W2PQC6	UniRef50_A0A1W2PQD8
A0A1W2PQD8	UniRef50_A0A1W2PQD8
A0A1W2PQJ5	UniRef50_A0A1W2PQD8
A0A1W2PR19	UniRef50_A0A1W2PR19
A0A1W2PR64	UniRef50_A6NLC8
A0A1W2PR75	UniRef50_A0A1W2PQD8
A0A1W2PR82	UniRef50_A0A286YDK6
A0A1W2PR95	UniRef50_Q9QZ29
A0A1W2PRV1	UniRef50_A6NLC8
A0A1W6GW06	UniRef50_Q40577
A0A1W6GW18	UniRef50_Q40577
A0A1W6GW32	UniRef50_Q40577
A0A1W6I162	UniRef50_A0A1W6I162
A0A1W6I187	UniRef50_A0A1W6I187
A0A1W6QDI6	UniRef50_A0A1Z3GBK8
A0A1W6QDI7	UniRef50_A0A075FBG7
A0A1W6QDJ1	UniRef50_A0A1S5RW73
A0A1W7HCY1	UniRef50_A0A1W7HCY1
A0A1X9IRP7	UniRef50_A0A1X9IRP7
A0A1X9IRQ7	UniRef50_G8GJ96
A0A1X9ISH5	UniRef50_A0A1X9ISH5
A0A1X9ISN9	UniRef50_A0A3G1QTU5
A0A1X9ISP7	UniRef50_A0A1Z3GBK8
A0A1X9PY88	UniRef50_A0A1X9PY88
A0A1X9QHJ0	UniRef50_W5DYE3
A0A1Y3DYH2	UniRef50_Q8IJA9
A0A1Z2R986	UniRef50_A0A1Z2R986
A0A1Z3GBK8	UniRef50_A0A1Z3GBK8
A0A1Z3GBS4	UniRef50_A0A0C5Q4Y6
A0A1Z3GC64	UniRef50_A0A1Z3GBK8
A0A1Z3GCD1	UniRef50_A0A1Z3GCD1
A0A217EJJ0	UniRef50_F6I457
A0A218NGS0	UniRef50_A0A218NGS0
A0A219CMY0	UniRef50_P83080
A0A219YHC2	UniRef50_A0A219YHF3
A0A219YHF3	UniRef50_A0A219YHF3
A0A222NNM9	UniRef50_A0A222NNM9
A0A224AKZ9	UniRef50_A0A224AM54
A0A224AM54	UniRef50_A0A224AM54
A0A250YGJ5	UniRef50_A0A250YGJ5
A0A251PW43	UniRef50_A0A251PW43
A0A254TZW7	UniRef50_G3Y4N5
A0A286LEZ6	UniRef50_P0DPA8
A0A286LEZ7	UniRef50_P0DPA9
A0A286LEZ8	UniRef50_P0DPA6
A0A286LF02	UniRef50_P0DPA7
A0A286R227	UniRef50_A0A286R227
A0A286R7K5	UniRef50_P51541
A0A286Y9D1	UniRef50_Q9D4H9
A0A286YD83	UniRef50_A0A286YD83
A0A286YDK6	UniRef50_A0A286YDK6
A0A286YEC0	UniRef50_A0A1B0GTW7-2
A0A286ZK88	UniRef50_Q9BTE1
A0A287B8J2	UniRef50_P28023
A0A287BDC1	UniRef50_A0A287BDC1
A0A291LSD6	UniRef50_A0A291LSD6
A0A291NUG3	UniRef50_A0A291NUG3
A0A291NUI4	UniRef50_Q2KI99
A0A291NUI5	UniRef50_A0A291NUG3
A0A291PQH4	UniRef50_A0A291PQH4
A0A2B4RNI3	UniRef50_A0A2B4RNI3
A0A2B4RP11	UniRef50_A0A2B4RP11
A0A2B4SES9	UniRef50_A0A2B4SES9
A0A2B4SII1	UniRef50_A0A2B4SJD2
A0A2B4SJA1	UniRef50_A0A2B4SJA1
A0A2B4SJD2	UniRef50_A0A2B4SJD2
A0A2B4SJZ1	UniRef50_A0A2B4SJZ1
A0A2B7ICX0	UniRef50_P0CZ00
A0A2C9JXL4	UniRef50_A0A2C9JXL4
A0A2C9VBV6	UniRef50_A0A2C9VBV6
A0A2G3D6U1	UniRef50_D2Y3X2
A0A2H1A5W4	UniRef50_A0A2H1A5W4
A0A2H1A768	UniRef50_A0A2H1A768
A0A2H4DGV8	UniRef50_A0A2H4DGV8
A0A2H5BHG5	UniRef50_A0A2H5BHG5
A0A2H5DV25	UniRef50_Q7NWF2
A0A2I0BVG8	UniRef50_P62344
A0A2I0C265	UniRef50_Q8ILG2
A0A2I1BSU0	UniRef50_C8VE79
A0A2I1BSV1	UniRef50_A0A2I1BSV1
A0A2I1BSV7	UniRef50_A0A2I1BSV7
A0A2I1BSV9	UniRef50_F1DBA9
A0A2I1BSW0	UniRef50_A0A2I1BSW0
A0A2I1BSW6	UniRef50_A0A2I1BSW6
A0A2I1BSW8	UniRef50_A0A2I1BSW8
A0A2I1BSX0	UniRef50_A0A2I1BSX0
A0A2I1BSZ6	UniRef50_A0A2I1BSZ6
A0A2I1BT01	UniRef50_A0A2I1BT01
A0A2I1BT09	UniRef50_Q5AR21
A0A2I1BT15	UniRef50_A0A2I1BT15
A0A2I1BT56	UniRef50_A0A2I1BT56
A0A2I4E5L6	UniRef50_A0A2I4E5L6
A0A2I7G3B0	UniRef50_A0A2I7G3B0
A0A2J8C362	UniRef50_A0A2J8C362
A0A2K1J5A5	UniRef50_A0A2K1JJ00
A0A2K1JJ00	UniRef50_A0A2K1JJ00
A0A2K1L2D9	UniRef50_A0A2K1L2D9
A0A2K1X4I9	UniRef50_A0A2K1X4I9
A0A2K1YKA4	UniRef50_A0A2K1YKA4
A0A2K1ZPK4	UniRef50_Q9SNV9
A0A2K2A1B1	UniRef50_Q9S814
A0A2K2AIF4	UniRef50_B9H7I1
A0A2K2BF92	UniRef50_B9H7I1
A0A2K3D1C8	UniRef50_A0A2K3D1C8
A0A2K3D5Z7	UniRef50_A0A2K3D5Z7
A0A2K3DU55	UniRef50_A0A2K3DU55
A0A2K3DZC4	UniRef50_A0A2K3DZC4
A0A2K5TU92	UniRef50_Q8N6T7
A0A2K5X3B6	UniRef50_P52840
A0A2K8FQU5	UniRef50_Q8GZU0
A0A2K9RFY0	UniRef50_A0A1Z3GBK8
A0A2K9RFZ2	UniRef50_A0A075FBG7
A0A2K9RFZ7	UniRef50_A0A2K9RFZ7
A0A2K9RFZ8	UniRef50_A0A2K9RFZ8
A0A2L0ART2	UniRef50_A0A2L0ART2
A0A2L2DDD0	UniRef50_P69019
A0A2L2DDE6	UniRef50_P69019
A0A2N6JFX7	UniRef50_A0A2N6JFX7
A0A2P1GIW2	UniRef50_A0A2P1GIW3
A0A2P1GIW3	UniRef50_A0A2P1GIW3
A0A2R4LMF9	UniRef50_Q9ZQ94
A0A2R4QKX7	UniRef50_A0A2R4QKX7
A0A2R6P624	UniRef50_P0DO58
A0A2R6PI27	UniRef50_A0A2R6PI27
A0A2R6PLK2	UniRef50_P0DO25
A0A2R6PN00	UniRef50_A0A2R6PN00
A0A2R6Q324	UniRef50_Q5H873
A0A2R6Q326	UniRef50_Q5H873
A0A2R6Q8R5	UniRef50_A0A2R6Q8R5
A0A2R6QE26	UniRef50_A0A2R6QE26
A0A2R6QXF8	UniRef50_Q53UH4
A0A2R6S148	UniRef50_A0A2R6S148
A0A2R6W0K6	UniRef50_A0A2R6W0K6
A0A2R6W1B1	UniRef50_A0A2R6W1B1
A0A2R6X6S3	UniRef50_A0A2R6X6S3
A0A2R6XIK6	UniRef50_A0A2R6XIK6
A0A2R8Q1W5	UniRef50_Q14145
A0A2R8Q3S9	UniRef50_A0A2R8Q3S9
A0A2R8QCI3	UniRef50_A0A2R8QCI3
A0A2R8QF68	UniRef50_P42260
A0A2R8QFQ6	UniRef50_A0A2R8QFQ6
A0A2R8QHQ6	UniRef50_A0A2R8QHQ6
A0A2R8QP51	UniRef50_A0A2R8QP51
A0A2R8QPS5	UniRef50_A0A2R8QPS5
A0A2R8RWN9	UniRef50_Q9UKB1-2
A0A2R8RY99	UniRef50_A0A2R8RY99
A0A2R8VHF7	UniRef50_A0A2R8VHF7
A0A2R8Y7D0	UniRef50_A0A2R8Y7D0
A0A2R9YJI3	UniRef50_A0A2R9YJI3
A0A2U1KZS6	UniRef50_Q0J705
A0A2U1LIM9	UniRef50_Q9SUM3
A0A2U9GGW3	UniRef50_A0A2U9GGW3
A0A2U9GHG9	UniRef50_A0A2U9GGW3
A0A2Y9GHM3	UniRef50_P02649
A0A2Z2U4G9	UniRef50_A0A2Z2U4G9
A0A2Z5D850	UniRef50_A0A2Z5D854
A0A2Z5D852	UniRef50_A0A2Z5D854
A0A2Z5D854	UniRef50_A0A2Z5D854
A0A2Z5GDY5	UniRef50_A0A2Z5GDY5
A0A2Z5QL08	UniRef50_P30074
A0A314KSQ4	UniRef50_A0A314KSQ4
A0A343URW6	UniRef50_A0A343URW6
A0A343URW7	UniRef50_A0A343URW6
A0A343W969	UniRef50_A0A343W969
A0A343W970	UniRef50_A0A343W970
A0A346LU62	UniRef50_A0A346LU62
A0A346LU63	UniRef50_A0A346LU63
A0A348AUV5	UniRef50_A0A348AUV5
A0A348AUV6	UniRef50_A0A348AUV5
A0A348AUV7	UniRef50_A0A348AUV5
A0A348AUV9	UniRef50_A0A348AUV5
A0A348AUW0	UniRef50_A0A348AUV5
A0A348AUW1	UniRef50_A0A348AUV5
A0A369NIV7	UniRef50_A0A369NIV7
A0A384JAD8	UniRef50_A0A384JAD8
A0A384JQC9	UniRef50_A0A384JQC9
A0A384JQF5	UniRef50_A0A384JQF5
A0A384JQG4	UniRef50_A0A384JQG4
A0A384JQH2	UniRef50_A0A384JQH2
A0A385MIS5	UniRef50_A0A385MIS5
A0A385XJ53	UniRef50_P0C652
A0A385XJE6	UniRef50_P0CE53
A0A385XJL4	UniRef50_P0CF25
A0A386CAB9	UniRef50_A0A386CAB9
A0A386JV86	UniRef50_A0A386JV86
A0A386JVA3	UniRef50_A0A343W970
A0A386KZ50	UniRef50_A0A386KZ50
A0A386KZ95	UniRef50_A0A4D6IA61
A0A386KZI3	UniRef50_A0A386KZI3
A0A386L1Q6	UniRef50_A0A386L1Q6
A0A396GMX6	UniRef50_Q9LQT8
A0A396GS61	UniRef50_A0A396HQY2
A0A396HQY2	UniRef50_A0A396HQY2
A0A396ISC0	UniRef50_Q9M7I2
A0A396IUP1	UniRef50_A0A396IUP1
A0A396JG59	UniRef50_A0A396JG59
A0A3B3IRV3	UniRef50_A0A3B3IRV3
A0A3B3IU46	UniRef50_Q9BTL3
A0A3B6UES5	UniRef50_A0A3B6UES5
A0A3F2YLV2	UniRef50_A0A3F2YLV2
A0A3G1QTS7	UniRef50_A0A1Z3GBK8
A0A3G1QTU5	UniRef50_A0A3G1QTU5
A0A3L6E0R4	UniRef50_Q7FAS1
A0A3L6G2C1	UniRef50_A0A1D6EFT8
A0A3L6G998	UniRef50_B2C4D0
A0A3L7I2I8	UniRef50_P97570
A0A3M6TIF0	UniRef50_A0A3M6TIF0
A0A3N7G677	UniRef50_Q9S814
A0A3P7XL18	UniRef50_A0A3P7XL18
A0A3Q0KDV9	UniRef50_Q9DA97
A0A3Q0KGQ7	UniRef50_A0A3Q0KGQ7
A0A3Q0KHE7	UniRef50_A0A3Q0KHE7
A0A3Q0KJ78	UniRef50_A0A3Q0KJ78
A0A3Q0KQY7	UniRef50_A0A3Q0KQY7
A0A3Q0KR05	UniRef50_A0A3Q0KR05
A0A3Q0NBH7	UniRef50_Q8Y9V5
A0A3Q1LFK7	UniRef50_V9GXK1
A0A3Q1LRJ2	UniRef50_A0A3Q1LRJ2
A0A3Q1LSX9	UniRef50_A0A3Q1LSX9
A0A3Q1N1R0	UniRef50_Q5JST6
A0A3Q2HW92	UniRef50_Q3U481
A0A3Q2TTB3	UniRef50_A0A3Q2TTB3
A0A3Q2UEI8	UniRef50_A0A3Q2UEI8
A0A3Q7ELQ2	UniRef50_Q9LNJ5
A0A3Q7FGP1	UniRef50_P0DXI0
A0A3Q7GYG2	UniRef50_F2YTN5
A0A3Q7H216	UniRef50_A0A3Q7H216
A0A3Q7HBJ5	UniRef50_A0A3Q7HBJ5
A0A3Q7HES4	UniRef50_Q9LNJ5
A0A3Q7HJG4	UniRef50_A0A3Q7HJG4
A0A3Q7HS74	UniRef50_A0A3Q7HS74
A0A3Q7HWE4	UniRef50_A0A3Q7HWE4
A0A3Q7HYF0	UniRef50_A0A3Q7HYF0
A0A3Q7I5Y9	UniRef50_A0A3Q7I5Y9
A0A3Q7I7R4	UniRef50_Q66WU1
A0A3Q7I9E2	UniRef50_A0A3Q7I9E2
A0A3Q7ZPG5	UniRef50_A0A3Q7ZPG5
A0A3S5IBH4	UniRef50_A0A3S5IBH4
A0A3S5YBC7	UniRef50_A0A3S5YBC7
A0A3S7WQS5	UniRef50_A0A3S7WQS5
A0A3T0E4B9	UniRef50_A0A3T0E4B9
A0A3T0ZBX8	UniRef50_A0A3T0ZBX8
A0A3T2V133	UniRef50_B7UI22
A0A3Z7J6R4	UniRef50_B7UI22
A0A443HJY8	UniRef50_A0A443HJY8
A0A443HJZ3	UniRef50_A0A443HJZ3
A0A443HK11	UniRef50_A0A443HK11
A0A443HK52	UniRef50_A0A443HK52
A0A443HK79	UniRef50_A0A443HK79
A0A443HK81	UniRef50_A0A443HK81
A0A452E9Y6	UniRef50_A0A452E9Y6
A0A452G813	UniRef50_Q91YT8
A0A455R7M0	UniRef50_Q2UPC7
A0A455ZJC3	UniRef50_A0A0B5A051
A0A480NP79	UniRef50_A0A480NP79
A0A481NR20	UniRef50_A0A481NR20
A0A481NV25	UniRef50_A0A481NV25
A0A482ASA5	UniRef50_O74512
A0A482N8M8	UniRef50_A0A482N8M8
A0A482N9T9	UniRef50_A0A482N9T9
A0A482N9V7	UniRef50_A0A482N9V7
A0A482NAF7	UniRef50_A0A482NAF7
A0A482NB13	UniRef50_A0A482NB13
A0A482PDI9	UniRef50_B7UI21
A0A482WD11	UniRef50_D6WI29
A0A494BA31	UniRef50_A0A494BA31
A0A498JQK2	UniRef50_C6SZ50
A0A498KE69	UniRef50_Q64FJ6
A0A498KFL4	UniRef50_Q64FJ6
A0A498KIQ3	UniRef50_Q64FJ6
A0A498KJ69	UniRef50_Q3ZPN4
A0A499UB99	UniRef50_A0A499UB99
A0A4P1QUJ3	UniRef50_A0A4P1QUJ3
A0A4P8DY91	UniRef50_A0A4P8DY91
A0A4W3	UniRef50_A0A4W3
A0A4W3GG95	UniRef50_P46093
A0A4X1T4U3	UniRef50_A0A4X1T4U3
A0A4X1TB62	UniRef50_A0A4X1TB62
A0A4X1TZW7	UniRef50_Q8TC29
A0A4X1UM84	UniRef50_P35558
A0A4Y6HUD7	UniRef50_A0A4Y6HUD7
A0A4Y6HUI7	UniRef50_A0A4Y6HUD7
A0A4Z3	UniRef50_A0A4Z3
A0A509ADH4	UniRef50_A0A509ADH4
A0A509AE54	UniRef50_A0A509AE54
A0A509AF89	UniRef50_A0A509AF89
A0A509AGE2	UniRef50_A0A509AGE2
A0A509AH51	UniRef50_A0A509AH51
A0A509AIR7	UniRef50_A0A509AIR7
A0A509AIU5	UniRef50_A0A509AIU5
A0A509AJL3	UniRef50_A0A509AJL3
A0A509ALD0	UniRef50_Q8IJA9
A0A509AMC3	UniRef50_A0A509AMC3
A0A509AN59	UniRef50_A0A509AN59
A0A509APT1	UniRef50_Q8II36
A0A509APV9	UniRef50_A0A509APV9
A0A509AQ20	UniRef50_A0A509AQ20
A0A509AQU3	UniRef50_A0A509AQU3
A0A509AUY5	UniRef50_A0A509AUY5
A0A517FNC4	UniRef50_A0A517FNC4
A0A517FNC5	UniRef50_A0A517FNC5
A0A517FNC7	UniRef50_A0A517FNC7
A0A517FNC9	UniRef50_H1A988
A0A517FND0	UniRef50_A0A517FND0
A0A517FND1	UniRef50_A0A517FND1
A0A517FND3	UniRef50_O64989
A0A571BEE2	UniRef50_A0A571BEE2
A0A571BF63	UniRef50_A0A571BF63
A0A590UK83	UniRef50_A0A590UK83
A0A5A4DV62	UniRef50_O64989
A0A5B8NIM2	UniRef50_A0A5B8NIM2
A0A5B9	UniRef50_P0DSE2
A0A5F8AH41	UniRef50_P11086
A0A5F8MPU3	UniRef50_A0A5F8MPU3
A0A5G2QD80	UniRef50_Q13561
A0A5J5NT52	UniRef50_A0A5J5T2N2
A0A5J5T2N2	UniRef50_A0A5J5T2N2
A0A5K1K8H0	UniRef50_A0A5K1K8H0
A0A5K7RLP0	UniRef50_A0A5K7RLP0
A0A5P1KKQ4	UniRef50_A0A5P1KKQ4
A0A5P8DHZ6	UniRef50_G8GJ96
A0A5P8DI06	UniRef50_A0A1Z3GBK8
A0A5P8DI07	UniRef50_A0A075FBG7
A0A5P8DI15	UniRef50_A0A3G1QTU5
A0A5S6RB44	UniRef50_A0A5S6RB44
A0A644F0T7	UniRef50_A0A644F0T7
A0A644F0Y1	UniRef50_A0A644F0Y1
A0A644F649	UniRef50_A0A644F649
A0A644F7M7	UniRef50_A0A644F7M7
A0A678XMK4	UniRef50_A0A678XMK4
